transaction_id,trade_date_key,portfolio_id,asset_id,transaction_type,quantity,price,gross_amount,fee_amount,net_amount,cash_impact,notes
TXN00017104,20231201,PRT00021,AST0054,BUY,1.6957424,19.8643,33.68,0.25,33.93,-33.93,Invest deposit (target weights)
TXN00017105,20231201,PRT00021,AST0029,BUY,0.1480543,227.5162,33.68,0.25,33.93,-33.93,Invest deposit (target weights)
TXN00017106,20231201,PRT00021,AST0011,BUY,0.23521818,143.2064,33.68,0.25,33.93,-33.93,Invest deposit (target weights)
TXN00017107,20231201,PRT00021,AST0050,BUY,0.33910789,99.3334,33.68,0.25,33.93,-33.93,Invest deposit (target weights)
TXN00017108,20231201,PRT00021,AST0043,BUY,0.27497374,122.5017,33.68,0.25,33.93,-33.93,Invest deposit (target weights)
TXN00017109,20231201,PRT00021,AST0036,BUY,0.29430356,114.4558,33.68,0.25,33.93,-33.93,Invest deposit (target weights)
TXN00017110,20231201,PRT00021,AST0002,BUY,0.33719613,99.8966,33.68,0.25,33.93,-33.93,Invest deposit (target weights)
TXN00017111,20231201,PRT00021,AST0009,BUY,0.31533536,106.822,33.68,0.25,33.93,-33.93,Invest deposit (target weights)
TXN00017112,20231201,PRT00021,AST0053,BUY,0.2640012,127.5932,33.68,0.25,33.93,-33.93,Invest deposit (target weights)
TXN00017113,20231201,PRT00021,AST0024,BUY,0.35862394,93.9278,33.68,0.25,33.93,-33.93,Invest deposit (target weights)
TXN00017114,20231201,PRT00021,AST0044,BUY,0.2647644,76.3352,20.21,0.25,20.46,-20.46,Invest deposit (target weights)
TXN00017115,20240101,PRT00021,CASH0001,DEPOSIT,573.7,1.0,573.7,0.0,573.7,573.7,Recurring deposit
TXN00017116,20240101,PRT00021,CASH0001,FEE,7.95,1.0,7.95,0.0,7.95,-7.95,Monthly fee
TXN00017117,20240101,PRT00021,CASH0001,DIVIDEND,20.17,1.0,20.17,0.0,20.17,20.17,Dividend credit (synthetic)
TXN00017118,20240101,PRT00021,AST0049,BUY,2.8487094,10.0695,28.68,0.25,28.93,-28.93,Invest deposit (target weights)
TXN00017119,20240101,PRT00021,AST0014,BUY,0.65835379,43.5708,28.68,0.25,28.93,-28.93,Invest deposit (target weights)
TXN00017120,20240101,PRT00021,AST0037,BUY,0.43685213,65.6629,28.68,0.25,28.93,-28.93,Invest deposit (target weights)
TXN00017121,20240101,PRT00021,AST0017,BUY,1.59524431,17.9816,28.68,0.25,28.93,-28.93,Invest deposit (target weights)
TXN00017122,20240101,PRT00021,AST0030,BUY,0.23207181,123.6039,28.68,0.25,28.93,-28.93,Invest deposit (target weights)
TXN00017123,20240101,PRT00021,AST0038,BUY,0.39500248,72.6198,28.68,0.25,28.93,-28.93,Invest deposit (target weights)
TXN00017124,20240101,PRT00021,AST0055,BUY,0.42694226,67.1871,28.68,0.25,28.93,-28.93,Invest deposit (target weights)
TXN00017125,20240101,PRT00021,AST0007,BUY,0.22206982,129.1711,28.68,0.25,28.93,-28.93,Invest deposit (target weights)
TXN00017126,20240101,PRT00021,AST0041,BUY,0.19939064,143.8633,28.68,0.25,28.93,-28.93,Invest deposit (target weights)
TXN00017127,20240101,PRT00021,AST0054,BUY,1.45148351,19.7625,28.68,0.25,28.93,-28.93,Invest deposit (target weights)
TXN00017128,20240101,PRT00021,AST0029,BUY,0.12423321,230.8963,28.68,0.25,28.93,-28.93,Invest deposit (target weights)
TXN00017129,20240101,PRT00021,AST0011,BUY,0.19807949,144.8156,28.68,0.25,28.93,-28.93,Invest deposit (target weights)
TXN00017130,20240101,PRT00021,AST0050,BUY,0.27910907,102.7734,28.68,0.25,28.93,-28.93,Invest deposit (target weights)
TXN00017131,20240101,PRT00021,AST0043,BUY,0.23205992,123.6103,28.68,0.25,28.93,-28.93,Invest deposit (target weights)
TXN00017132,20240101,PRT00021,AST0036,BUY,0.24641938,116.4072,28.68,0.25,28.93,-28.93,Invest deposit (target weights)
TXN00017133,20240101,PRT00021,AST0002,BUY,0.28328162,101.2596,28.68,0.25,28.93,-28.93,Invest deposit (target weights)
TXN00017134,20240101,PRT00021,AST0009,BUY,0.25865335,110.9013,28.68,0.25,28.93,-28.93,Invest deposit (target weights)
TXN00017135,20240101,PRT00021,AST0053,BUY,0.22060795,130.027,28.68,0.25,28.93,-28.93,Invest deposit (target weights)
TXN00017136,20240101,PRT00021,AST0024,BUY,0.30618504,93.6852,28.68,0.25,28.93,-28.93,Invest deposit (target weights)
TXN00017137,20240101,PRT00021,AST0044,BUY,0.23356396,73.6886,17.21,0.25,17.46,-17.46,Invest deposit (target weights)
TXN00017138,20240201,PRT00021,CASH0001,DEPOSIT,517.63,1.0,517.63,0.0,517.63,517.63,Recurring deposit
TXN00017139,20240201,PRT00021,CASH0001,FEE,7.18,1.0,7.18,0.0,7.18,-7.18,Monthly fee
TXN00017140,20240201,PRT00021,CASH0001,DIVIDEND,20.32,1.0,20.32,0.0,20.32,20.32,Dividend credit (synthetic)
TXN00017141,20240201,PRT00021,AST0049,BUY,2.67919305,9.6601,25.88,0.25,26.13,-26.13,Invest deposit (target weights)
TXN00017142,20240201,PRT00021,AST0014,BUY,0.6096299,42.4541,25.88,0.25,26.13,-26.13,Invest deposit (target weights)
TXN00017143,20240201,PRT00021,AST0037,BUY,0.41451029,62.4383,25.88,0.25,26.13,-26.13,Invest deposit (target weights)
TXN00017144,20240201,PRT00021,AST0017,BUY,1.52225687,17.0019,25.88,0.25,26.13,-26.13,Invest deposit (target weights)
TXN00017145,20240201,PRT00021,AST0030,BUY,0.24209674,106.9048,25.88,0.25,26.13,-26.13,Invest deposit (target weights)
TXN00017146,20240201,PRT00021,AST0038,BUY,0.38861284,66.5992,25.88,0.25,26.13,-26.13,Invest deposit (target weights)
TXN00017147,20240201,PRT00021,AST0055,BUY,0.42204148,61.3241,25.88,0.25,26.13,-26.13,Invest deposit (target weights)
TXN00017148,20240201,PRT00021,AST0007,BUY,0.21671211,119.4271,25.88,0.25,26.13,-26.13,Invest deposit (target weights)
TXN00017149,20240201,PRT00021,AST0041,BUY,0.19070844,135.7114,25.88,0.25,26.13,-26.13,Invest deposit (target weights)
TXN00017150,20240201,PRT00021,AST0054,BUY,1.46213816,17.701,25.88,0.25,26.13,-26.13,Invest deposit (target weights)
TXN00017151,20240201,PRT00021,AST0029,BUY,0.12981485,199.3709,25.88,0.25,26.13,-26.13,Invest deposit (target weights)
TXN00017152,20240201,PRT00021,AST0011,BUY,0.16103685,160.7167,25.88,0.25,26.13,-26.13,Invest deposit (target weights)
TXN00017153,20240201,PRT00021,AST0050,BUY,0.25357394,102.0661,25.88,0.25,26.13,-26.13,Invest deposit (target weights)
TXN00017154,20240201,PRT00021,AST0043,BUY,0.21252346,121.7809,25.88,0.25,26.13,-26.13,Invest deposit (target weights)
TXN00017155,20240201,PRT00021,AST0036,BUY,0.22413051,115.4743,25.88,0.25,26.13,-26.13,Invest deposit (target weights)
TXN00017156,20240201,PRT00021,AST0002,BUY,0.25561317,101.2519,25.88,0.25,26.13,-26.13,Invest deposit (target weights)
TXN00017157,20240201,PRT00021,AST0009,BUY,0.2345941,110.3238,25.88,0.25,26.13,-26.13,Invest deposit (target weights)
TXN00017158,20240201,PRT00021,AST0053,BUY,0.2016367,128.3561,25.88,0.25,26.13,-26.13,Invest deposit (target weights)
TXN00017159,20240201,PRT00021,AST0024,BUY,0.3059356,84.5972,25.88,0.25,26.13,-26.13,Invest deposit (target weights)
TXN00017160,20240201,PRT00021,AST0044,BUY,0.19516228,79.5686,15.53,0.25,15.78,-15.78,Invest deposit (target weights)
TXN00017161,20240301,PRT00021,CASH0001,DEPOSIT,535.09,1.0,535.09,0.0,535.09,535.09,Recurring deposit
TXN00017162,20240301,PRT00021,CASH0001,FEE,6.18,1.0,6.18,0.0,6.18,-6.18,Monthly fee
TXN00017163,20240301,PRT00021,CASH0001,DIVIDEND,16.1,1.0,16.1,0.0,16.1,16.1,Dividend credit (synthetic)
TXN00017164,20240301,PRT00021,AST0049,BUY,2.60856568,10.2564,26.75,0.25,27.0,-27.0,Invest deposit (target weights)
TXN00017165,20240301,PRT00021,AST0014,BUY,0.66085642,40.4845,26.75,0.25,27.0,-27.0,Invest deposit (target weights)
TXN00017166,20240301,PRT00021,AST0037,BUY,0.45687129,58.5601,26.75,0.25,27.0,-27.0,Invest deposit (target weights)
TXN00017167,20240301,PRT00021,AST0017,BUY,1.66295221,16.0885,26.75,0.25,27.0,-27.0,Invest deposit (target weights)
TXN00017168,20240301,PRT00021,AST0030,BUY,0.31241633,85.6371,26.75,0.25,27.0,-27.0,Invest deposit (target weights)
TXN00017169,20240301,PRT00021,AST0038,BUY,0.43483,61.5285,26.75,0.25,27.0,-27.0,Invest deposit (target weights)
TXN00017170,20240301,PRT00021,AST0055,BUY,0.4666113,57.3377,26.75,0.25,27.0,-27.0,Invest deposit (target weights)
TXN00017171,20240301,PRT00021,AST0007,BUY,0.2332065,114.7242,26.75,0.25,27.0,-27.0,Invest deposit (target weights)
TXN00017172,20240301,PRT00021,AST0041,BUY,0.23282986,114.9098,26.75,0.25,27.0,-27.0,Invest deposit (target weights)
TXN00017173,20240301,PRT00021,AST0054,BUY,1.52188523,17.5798,26.75,0.25,27.0,-27.0,Invest deposit (target weights)
TXN00017174,20240301,PRT00021,AST0029,BUY,0.153114,174.7354,26.75,0.25,27.0,-27.0,Invest deposit (target weights)
TXN00017175,20240301,PRT00021,AST0011,BUY,0.17658838,151.5073,26.75,0.25,27.0,-27.0,Invest deposit (target weights)
TXN00017176,20240301,PRT00021,AST0050,BUY,0.25788616,103.7451,26.75,0.25,27.0,-27.0,Invest deposit (target weights)
TXN00017177,20240301,PRT00021,AST0043,BUY,0.21486423,124.5178,26.75,0.25,27.0,-27.0,Invest deposit (target weights)
TXN00017178,20240301,PRT00021,AST0036,BUY,0.22713527,117.7907,26.75,0.25,27.0,-27.0,Invest deposit (target weights)
TXN00017179,20240301,PRT00021,AST0002,BUY,0.25536056,104.7712,26.75,0.25,27.0,-27.0,Invest deposit (target weights)
TXN00017180,20240301,PRT00021,AST0009,BUY,0.23606164,113.3366,26.75,0.25,27.0,-27.0,Invest deposit (target weights)
TXN00017181,20240301,PRT00021,AST0053,BUY,0.20484431,130.6086,26.75,0.25,27.0,-27.0,Invest deposit (target weights)
TXN00017182,20240301,PRT00021,AST0024,BUY,0.34348358,77.8914,26.75,0.25,27.0,-27.0,Invest deposit (target weights)
TXN00017183,20240301,PRT00021,AST0044,BUY,0.20000509,80.2612,16.05,0.25,16.3,-16.3,Invest deposit (target weights)
TXN00017184,20240401,PRT00021,CASH0001,DEPOSIT,627.99,1.0,627.99,0.0,627.99,627.99,Recurring deposit
TXN00017185,20240401,PRT00021,CASH0001,FEE,4.65,1.0,4.65,0.0,4.65,-4.65,Monthly fee
TXN00017186,20240401,PRT00021,CASH0001,DIVIDEND,19.98,1.0,19.98,0.0,19.98,19.98,Dividend credit (synthetic)
TXN00017187,20240401,PRT00021,AST0049,BUY,3.16885253,9.9088,31.4,0.25,31.65,-31.65,Invest deposit (target weights)
TXN00017188,20240401,PRT00021,AST0014,BUY,0.79187773,39.6519,31.4,0.25,31.65,-31.65,Invest deposit (target weights)
TXN00017189,20240401,PRT00021,AST0037,BUY,0.53601184,58.5798,31.4,0.25,31.65,-31.65,Invest deposit (target weights)
TXN00017190,20240401,PRT00021,AST0017,BUY,1.90321075,16.4982,31.4,0.25,31.65,-31.65,Invest deposit (target weights)
TXN00017191,20240401,PRT00021,AST0030,BUY,0.36078547,87.0309,31.4,0.25,31.65,-31.65,Invest deposit (target weights)
TXN00017192,20240401,PRT00021,AST0038,BUY,0.55986131,56.0844,31.4,0.25,31.65,-31.65,Invest deposit (target weights)
TXN00017193,20240401,PRT00021,AST0055,BUY,0.56690376,55.3877,31.4,0.25,31.65,-31.65,Invest deposit (target weights)
TXN00017194,20240401,PRT00021,AST0007,BUY,0.30203985,103.9581,31.4,0.25,31.65,-31.65,Invest deposit (target weights)
TXN00017195,20240401,PRT00021,AST0041,BUY,0.26550178,118.2647,31.4,0.25,31.65,-31.65,Invest deposit (target weights)
TXN00017196,20240401,PRT00021,AST0054,BUY,1.91476013,16.3986,31.4,0.25,31.65,-31.65,Invest deposit (target weights)
TXN00017197,20240401,PRT00021,AST0029,BUY,0.17675494,177.6441,31.4,0.25,31.65,-31.65,Invest deposit (target weights)
TXN00017198,20240401,PRT00021,AST0011,BUY,0.26035743,120.6014,31.4,0.25,31.65,-31.65,Invest deposit (target weights)
TXN00017199,20240401,PRT00021,AST0050,BUY,0.29514725,106.3858,31.4,0.25,31.65,-31.65,Invest deposit (target weights)
TXN00017200,20240401,PRT00021,AST0043,BUY,0.24311759,129.1535,31.4,0.25,31.65,-31.65,Invest deposit (target weights)
TXN00017201,20240401,PRT00021,AST0036,BUY,0.25651826,122.4064,31.4,0.25,31.65,-31.65,Invest deposit (target weights)
TXN00017202,20240401,PRT00021,AST0002,BUY,0.28947011,108.4723,31.4,0.25,31.65,-31.65,Invest deposit (target weights)
TXN00017203,20240401,PRT00021,AST0009,BUY,0.26702047,117.592,31.4,0.25,31.65,-31.65,Invest deposit (target weights)
TXN00017204,20240401,PRT00021,AST0053,BUY,0.23181571,135.4502,31.4,0.25,31.65,-31.65,Invest deposit (target weights)
TXN00017205,20240401,PRT00021,AST0024,BUY,0.41358531,75.9202,31.4,0.25,31.65,-31.65,Invest deposit (target weights)
TXN00017206,20240401,PRT00021,AST0044,BUY,0.26179056,71.9647,18.84,0.25,19.09,-19.09,Invest deposit (target weights)
TXN00017207,20240501,PRT00021,CASH0001,DEPOSIT,656.45,1.0,656.45,0.0,656.45,656.45,Recurring deposit
TXN00017208,20240501,PRT00021,CASH0001,FEE,6.36,1.0,6.36,0.0,6.36,-6.36,Monthly fee
TXN00017209,20240501,PRT00021,CASH0001,DIVIDEND,19.5,1.0,19.5,0.0,19.5,19.5,Dividend credit (synthetic)
TXN00017210,20240501,PRT00021,AST0049,BUY,3.38639658,9.6924,32.82,0.25,33.07,-33.07,Invest deposit (target weights)
TXN00017211,20240501,PRT00021,AST0014,BUY,0.90161773,36.4038,32.82,0.25,33.07,-33.07,Invest deposit (target weights)
TXN00017212,20240501,PRT00021,AST0037,BUY,0.60790365,53.9926,32.82,0.25,33.07,-33.07,Invest deposit (target weights)
TXN00017213,20240501,PRT00021,AST0017,BUY,2.11406853,15.5257,32.82,0.25,33.07,-33.07,Invest deposit (target weights)
TXN00017214,20240501,PRT00021,AST0030,BUY,0.41334515,79.4066,32.82,0.25,33.07,-33.07,Invest deposit (target weights)
TXN00017215,20240501,PRT00021,AST0038,BUY,0.69203822,47.4285,32.82,0.25,33.07,-33.07,Invest deposit (target weights)
TXN00017216,20240501,PRT00021,AST0055,BUY,0.63151505,51.9739,32.82,0.25,33.07,-33.07,Invest deposit (target weights)
TXN00017217,20240501,PRT00021,AST0007,BUY,0.32612699,100.6427,32.82,0.25,33.07,-33.07,Invest deposit (target weights)
TXN00017218,20240501,PRT00021,AST0041,BUY,0.27458609,119.5338,32.82,0.25,33.07,-33.07,Invest deposit (target weights)
TXN00017219,20240501,PRT00021,AST0054,BUY,2.33876057,14.0341,32.82,0.25,33.07,-33.07,Invest deposit (target weights)
TXN00017220,20240501,PRT00021,AST0029,BUY,0.18386424,178.5139,32.82,0.25,33.07,-33.07,Invest deposit (target weights)
TXN00017221,20240501,PRT00021,AST0011,BUY,0.28112131,116.755,32.82,0.25,33.07,-33.07,Invest deposit (target weights)
TXN00017222,20240501,PRT00021,AST0050,BUY,0.29563991,111.0213,32.82,0.25,33.07,-33.07,Invest deposit (target weights)
TXN00017223,20240501,PRT00021,AST0043,BUY,0.24228997,135.4671,32.82,0.25,33.07,-33.07,Invest deposit (target weights)
TXN00017224,20240501,PRT00021,AST0036,BUY,0.25462804,128.903,32.82,0.25,33.07,-33.07,Invest deposit (target weights)
TXN00017225,20240501,PRT00021,AST0002,BUY,0.28505397,115.1442,32.82,0.25,33.07,-33.07,Invest deposit (target weights)
TXN00017226,20240501,PRT00021,AST0009,BUY,0.26871197,122.1468,32.82,0.25,33.07,-33.07,Invest deposit (target weights)
TXN00017227,20240501,PRT00021,AST0053,BUY,0.23624862,138.9312,32.82,0.25,33.07,-33.07,Invest deposit (target weights)
TXN00017228,20240501,PRT00021,AST0024,BUY,0.45642998,71.911,32.82,0.25,33.07,-33.07,Invest deposit (target weights)
TXN00017229,20240501,PRT00021,AST0044,BUY,0.27231324,72.3189,19.69,0.25,19.94,-19.94,Invest deposit (target weights)
TXN00017230,20240603,PRT00021,CASH0001,DEPOSIT,567.05,1.0,567.05,0.0,567.05,567.05,Recurring deposit
TXN00017231,20240603,PRT00021,CASH0001,FEE,6.8,1.0,6.8,0.0,6.8,-6.8,Monthly fee
TXN00017232,20240603,PRT00021,CASH0001,DIVIDEND,15.84,1.0,15.84,0.0,15.84,15.84,Dividend credit (synthetic)
TXN00017233,20240603,PRT00021,AST0049,BUY,2.94760887,9.6189,28.35,0.25,28.6,-28.6,Invest deposit (target weights)
TXN00017234,20240603,PRT00021,AST0014,BUY,0.90426623,31.3544,28.35,0.25,28.6,-28.6,Invest deposit (target weights)
TXN00017235,20240603,PRT00021,AST0037,BUY,0.53896194,52.6062,28.35,0.25,28.6,-28.6,Invest deposit (target weights)
TXN00017236,20240603,PRT00021,AST0017,BUY,1.97792101,14.3346,28.35,0.25,28.6,-28.6,Invest deposit (target weights)
TXN00017237,20240603,PRT00021,AST0030,BUY,0.37544171,75.5183,28.35,0.25,28.6,-28.6,Invest deposit (target weights)
TXN00017238,20240603,PRT00021,AST0038,BUY,0.70009925,40.4981,28.35,0.25,28.6,-28.6,Invest deposit (target weights)
TXN00017239,20240603,PRT00021,AST0055,BUY,0.57067995,49.6823,28.35,0.25,28.6,-28.6,Invest deposit (target weights)
TXN00017240,20240603,PRT00021,AST0007,BUY,0.26757375,105.9622,28.35,0.25,28.6,-28.6,Invest deposit (target weights)
TXN00017241,20240603,PRT00021,AST0041,BUY,0.24351974,116.4288,28.35,0.25,28.6,-28.6,Invest deposit (target weights)
TXN00017242,20240603,PRT00021,AST0054,BUY,2.06996115,13.6972,28.35,0.25,28.6,-28.6,Invest deposit (target weights)
TXN00017243,20240603,PRT00021,AST0029,BUY,0.15924892,178.0402,28.35,0.25,28.6,-28.6,Invest deposit (target weights)
TXN00017244,20240603,PRT00021,AST0011,BUY,0.30106531,94.1746,28.35,0.25,28.6,-28.6,Invest deposit (target weights)
TXN00017245,20240603,PRT00021,AST0050,BUY,0.25484722,111.2538,28.35,0.25,28.6,-28.6,Invest deposit (target weights)
TXN00017246,20240603,PRT00021,AST0043,BUY,0.21143954,134.0937,28.35,0.25,28.6,-28.6,Invest deposit (target weights)
TXN00017247,20240603,PRT00021,AST0036,BUY,0.21956682,129.1302,28.35,0.25,28.6,-28.6,Invest deposit (target weights)
TXN00017248,20240603,PRT00021,AST0002,BUY,0.24712817,114.7288,28.35,0.25,28.6,-28.6,Invest deposit (target weights)
TXN00017249,20240603,PRT00021,AST0009,BUY,0.23007511,123.2324,28.35,0.25,28.6,-28.6,Invest deposit (target weights)
TXN00017250,20240603,PRT00021,AST0053,BUY,0.20161533,140.6278,28.35,0.25,28.6,-28.6,Invest deposit (target weights)
TXN00017251,20240603,PRT00021,AST0024,BUY,0.39286375,72.1693,28.35,0.25,28.6,-28.6,Invest deposit (target weights)
TXN00017252,20240603,PRT00021,AST0044,BUY,0.21656187,78.5532,17.01,0.25,17.26,-17.26,Invest deposit (target weights)
TXN00017253,20240701,PRT00021,CASH0001,DEPOSIT,544.62,1.0,544.62,0.0,544.62,544.62,Recurring deposit
TXN00017254,20240701,PRT00021,CASH0001,FEE,4.65,1.0,4.65,0.0,4.65,-4.65,Monthly fee
TXN00017255,20240701,PRT00021,CASH0001,DIVIDEND,16.38,1.0,16.38,0.0,16.38,16.38,Dividend credit (synthetic)
TXN00017256,20240701,PRT00021,AST0049,BUY,2.84850964,9.5598,27.23,0.25,27.48,-27.48,Invest deposit (target weights)
TXN00017257,20240701,PRT00021,AST0014,BUY,0.92269726,29.5126,27.23,0.25,27.48,-27.48,Invest deposit (target weights)
TXN00017258,20240701,PRT00021,AST0037,BUY,0.49180154,55.3703,27.23,0.25,27.48,-27.48,Invest deposit (target weights)
TXN00017259,20240701,PRT00021,AST0017,BUY,2.15966079,12.609,27.23,0.25,27.48,-27.48,Invest deposit (target weights)
TXN00017260,20240701,PRT00021,AST0030,BUY,0.3172047,85.8474,27.23,0.25,27.48,-27.48,Invest deposit (target weights)
TXN00017261,20240701,PRT00021,AST0038,BUY,0.63628403,42.7972,27.23,0.25,27.48,-27.48,Invest deposit (target weights)
TXN00017262,20240701,PRT00021,AST0055,BUY,0.65368779,41.6578,27.23,0.25,27.48,-27.48,Invest deposit (target weights)
TXN00017263,20240701,PRT00021,AST0007,BUY,0.26966454,100.9817,27.23,0.25,27.48,-27.48,Invest deposit (target weights)
TXN00017264,20240701,PRT00021,AST0041,BUY,0.24286422,112.1252,27.23,0.25,27.48,-27.48,Invest deposit (target weights)
TXN00017265,20240701,PRT00021,AST0054,BUY,2.13412139,12.7599,27.23,0.25,27.48,-27.48,Invest deposit (target weights)
TXN00017266,20240701,PRT00021,AST0029,BUY,0.15526354,175.3869,27.23,0.25,27.48,-27.48,Invest deposit (target weights)
TXN00017267,20240701,PRT00021,AST0011,BUY,0.29223426,93.1827,27.23,0.25,27.48,-27.48,Invest deposit (target weights)
TXN00017268,20240701,PRT00021,AST0050,BUY,0.2360595,115.3573,27.23,0.25,27.48,-27.48,Invest deposit (target weights)
TXN00017269,20240701,PRT00021,AST0043,BUY,0.19545688,139.3207,27.23,0.25,27.48,-27.48,Invest deposit (target weights)
TXN00017270,20240701,PRT00021,AST0036,BUY,0.20172735,134.9901,27.23,0.25,27.48,-27.48,Invest deposit (target weights)
TXN00017271,20240701,PRT00021,AST0002,BUY,0.22756802,119.6618,27.23,0.25,27.48,-27.48,Invest deposit (target weights)
TXN00017272,20240701,PRT00021,AST0009,BUY,0.21261837,128.0754,27.23,0.25,27.48,-27.48,Invest deposit (target weights)
TXN00017273,20240701,PRT00021,AST0053,BUY,0.18736107,145.3407,27.23,0.25,27.48,-27.48,Invest deposit (target weights)
TXN00017274,20240701,PRT00021,AST0024,BUY,0.36453302,74.7016,27.23,0.25,27.48,-27.48,Invest deposit (target weights)
TXN00017275,20240701,PRT00021,AST0044,BUY,0.20445016,79.9154,16.34,0.25,16.59,-16.59,Invest deposit (target weights)
TXN00017276,20240801,PRT00021,CASH0001,DEPOSIT,335.03,1.0,335.03,0.0,335.03,335.03,Recurring deposit
TXN00017277,20240801,PRT00021,CASH0001,FEE,6.04,1.0,6.04,0.0,6.04,-6.04,Monthly fee
TXN00017278,20240801,PRT00021,CASH0001,DIVIDEND,21.7,1.0,21.7,0.0,21.7,21.7,Dividend credit (synthetic)
TXN00017279,20240801,PRT00021,AST0049,BUY,1.91033548,8.7688,16.75,0.25,17.0,-17.0,Invest deposit (target weights)
TXN00017280,20240801,PRT00021,AST0014,BUY,0.53427867,31.353,16.75,0.25,17.0,-17.0,Invest deposit (target weights)
TXN00017281,20240801,PRT00021,AST0037,BUY,0.28266718,59.2614,16.75,0.25,17.0,-17.0,Invest deposit (target weights)
TXN00017282,20240801,PRT00021,AST0017,BUY,1.37269756,12.2032,16.75,0.25,17.0,-17.0,Invest deposit (target weights)
TXN00017283,20240801,PRT00021,AST0030,BUY,0.16721523,100.1778,16.75,0.25,17.0,-17.0,Invest deposit (target weights)
TXN00017284,20240801,PRT00021,AST0038,BUY,0.34627188,48.376,16.75,0.25,17.0,-17.0,Invest deposit (target weights)
TXN00017285,20240801,PRT00021,AST0055,BUY,0.39305065,42.6186,16.75,0.25,17.0,-17.0,Invest deposit (target weights)
TXN00017286,20240801,PRT00021,AST0007,BUY,0.17460249,95.9394,16.75,0.25,17.0,-17.0,Invest deposit (target weights)
TXN00017287,20240801,PRT00021,AST0041,BUY,0.14503992,115.4941,16.75,0.25,17.0,-17.0,Invest deposit (target weights)
TXN00017288,20240801,PRT00021,AST0054,BUY,1.467529,11.4146,16.75,0.25,17.0,-17.0,Invest deposit (target weights)
TXN00017289,20240801,PRT00021,AST0029,BUY,0.10654802,157.2179,16.75,0.25,17.0,-17.0,Invest deposit (target weights)
TXN00017290,20240801,PRT00021,AST0011,BUY,0.19045445,87.9541,16.75,0.25,17.0,-17.0,Invest deposit (target weights)
TXN00017291,20240801,PRT00021,AST0050,BUY,0.14538674,115.2186,16.75,0.25,17.0,-17.0,Invest deposit (target weights)
TXN00017292,20240801,PRT00021,AST0043,BUY,0.1205662,138.9382,16.75,0.25,17.0,-17.0,Invest deposit (target weights)
TXN00017293,20240801,PRT00021,AST0036,BUY,0.12465569,134.3802,16.75,0.25,17.0,-17.0,Invest deposit (target weights)
TXN00017294,20240801,PRT00021,AST0002,BUY,0.14062478,119.1202,16.75,0.25,17.0,-17.0,Invest deposit (target weights)
TXN00017295,20240801,PRT00021,AST0009,BUY,0.12995053,128.9049,16.75,0.25,17.0,-17.0,Invest deposit (target weights)
TXN00017296,20240801,PRT00021,AST0053,BUY,0.11690702,143.287,16.75,0.25,17.0,-17.0,Invest deposit (target weights)
TXN00017297,20240801,PRT00021,AST0024,BUY,0.18898564,88.6377,16.75,0.25,17.0,-17.0,Invest deposit (target weights)
TXN00017298,20240801,PRT00021,AST0044,BUY,0.17562016,57.2301,10.05,0.25,10.3,-10.3,Invest deposit (target weights)
TXN00017299,20240902,PRT00021,CASH0001,DEPOSIT,551.73,1.0,551.73,0.0,551.73,551.73,Recurring deposit
TXN00017300,20240902,PRT00021,CASH0001,FEE,7.38,1.0,7.38,0.0,7.38,-7.38,Monthly fee
TXN00017301,20240902,PRT00021,CASH0001,DIVIDEND,26.01,1.0,26.01,0.0,26.01,26.01,Dividend credit (synthetic)
TXN00017302,20240902,PRT00021,AST0049,BUY,3.08261498,8.9491,27.59,0.25,27.84,-27.84,Invest deposit (target weights)
TXN00017303,20240902,PRT00021,AST0014,BUY,0.8234491,33.5012,27.59,0.25,27.84,-27.84,Invest deposit (target weights)
TXN00017304,20240902,PRT00021,AST0037,BUY,0.56242757,49.049,27.59,0.25,27.84,-27.84,Invest deposit (target weights)
TXN00017305,20240902,PRT00021,AST0017,BUY,2.29329984,12.0292,27.59,0.25,27.84,-27.84,Invest deposit (target weights)
TXN00017306,20240902,PRT00021,AST0030,BUY,0.47057944,58.6224,27.59,0.25,27.84,-27.84,Invest deposit (target weights)
TXN00017307,20240902,PRT00021,AST0038,BUY,0.67016311,41.1639,27.59,0.25,27.84,-27.84,Invest deposit (target weights)
TXN00017308,20240902,PRT00021,AST0055,BUY,0.89531104,30.8122,27.59,0.25,27.84,-27.84,Invest deposit (target weights)
TXN00017309,20240902,PRT00021,AST0007,BUY,0.31579724,87.3552,27.59,0.25,27.84,-27.84,Invest deposit (target weights)
TXN00017310,20240902,PRT00021,AST0041,BUY,0.27910342,98.8398,27.59,0.25,27.84,-27.84,Invest deposit (target weights)
TXN00017311,20240902,PRT00021,AST0054,BUY,3.533062,7.8081,27.59,0.25,27.84,-27.84,Invest deposit (target weights)
TXN00017312,20240902,PRT00021,AST0029,BUY,0.20291885,135.9485,27.59,0.25,27.84,-27.84,Invest deposit (target weights)
TXN00017313,20240902,PRT00021,AST0011,BUY,0.40339146,68.3865,27.59,0.25,27.84,-27.84,Invest deposit (target weights)
TXN00017314,20240902,PRT00021,AST0050,BUY,0.23141811,119.2064,27.59,0.25,27.84,-27.84,Invest deposit (target weights)
TXN00017315,20240902,PRT00021,AST0043,BUY,0.19568323,140.9754,27.59,0.25,27.84,-27.84,Invest deposit (target weights)
